application_id,target,mobile_number_valid,email_valid,fraud_flag,gender,marital_status,employment_type,industry,residential_status,region,application_channel,device_type,internal_product_flags,length_of_employment,monthly_income,residential_tenure,age,number_of_dependents,previous_applications,credit_history_months,payment_history_on_time_ratio,days_past_due_max,account_status,credit_limits_total,outstanding_balances_total,utilization_ratio,overdue_amounts_total,risk_grade,inquiry_count_6m,inquiry_amount_6m,num_open_accounts,num_closed_accounts,avg_account_age_months,max_credit_limit_single_account,recent_delinquency_flag
APP0001204,0,1,1,0,M,Married,Self-Employed,Services,Rented,NCR,Agent,Android,CC:1|SAV:1|PAY:1,0.8,42791,14.0,32,2,0,28,0.565,90,Delinquent,79590,12540,0.158,8618,E,2,16803,4,3,17,26805,1
APP0001205,0,1,1,0,M,Single,Unemployed,,Mortgaged,NCR,Branch,Web,CC:1|SAV:1|PAY:1,8.2,10146,5.1,41,1,0,45,0.26,120,Delinquent,68071,4406,0.065,3525,E,1,14693,4,2,24,26226,1
APP0001206,0,1,0,0,F,Separated,Unemployed,,Owned,Cebu,MobileApp,iOS,CC:1|SAV:0|PAY:0,9.2,24022,5.8,40,1,2,14,0.335,60,Delinquent,26993,7959,0.295,597,D,1,32053,2,2,16,6130,1
APP0001207,0,1,1,0,F,Single,Self-Employed,Services,Rented,Central Luzon,Branch,iOS,CC:1|SAV:1|PAY:0,0.8,37694,9.1,29,0,3,49,0.77,0,Current,205958,74980,0.364,0,A,1,111020,6,3,28,88961,0
APP0001208,0,1,1,0,M,Single,Salaried,Agriculture,Company-Provided,Central Luzon,Branch,Android,CC:1|SAV:1|PAY:0,1.0,77097,6.0,52,1,0,55,0.5,30,Delinquent,92278,16141,0.175,12913,D,2,90805,3,3,26,39103,1
APP0001209,0,1,0,0,M,Single,Salaried,IT,Rented,Davao,Online,Unknown,CC:0|SAV:1|PAY:1,3.0,50067,4.4,32,3,4,20,0.301,30,Delinquent,54010,17372,0.322,12369,D,3,55403,2,2,12,32237,1
APP0001210,0,1,1,0,F,Single,Salaried,IT,Family,Cebu,Kiosk,Android,CC:0|SAV:1|PAY:0,0.2,44104,4.6,43,0,3,32,0.933,0,Current,106097,31312,0.295,0,B,1,11010,3,2,8,47602,0
APP0001211,0,1,1,0,M,Single,Salaried,Government,Owned,NCR,MobileApp,Android,CC:1|SAV:1|PAY:0,11.6,28972,5.8,36,2,1,96,0.908,0,Current,114664,44814,0.391,0,A,0,13074,4,5,47,41166,0
APP0001212,0,0,1,0,M,Single,Self-Employed,Healthcare,Mortgaged,Others,Agent,Web,CC:1|SAV:0|PAY:1,1.8,51610,1.3,37,4,1,66,0.438,90,Delinquent,114472,24171,0.211,6282,E,3,29968,5,4,36,59076,1
APP0001213,1,1,1,0,M,Single,Self-Employed,Construction,Family,Central Luzon,Branch,Web,CC:1|SAV:0|PAY:1,2.7,63118,2.8,31,0,0,64,0.887,0,Current,94141,16295,0.173,0,A,0,25648,6,7,34,31442,0
APP0001214,0,1,1,0,F,Single,Salaried,Education,Rented,CALABARZON,MobileApp,Android,CC:1|SAV:1|PAY:0,0.4,34361,7.1,36,1,0,90,0.87,0,Current,285522,97838,0.343,0,A,2,26200,5,4,54,117963,0
APP0001215,0,1,1,0,F,Married,Contractual,Services,Company-Provided,Central Luzon,MobileApp,Android,CC:0|SAV:1|PAY:0,0.1,58038,3.9,22,0,2,28,0.747,0,Current,78402,32307,0.412,0,B,1,70579,2,2,21,17420,0
APP0001216,0,1,1,0,M,Married,Salaried,Government,Family,Central Luzon,Branch,Web,CC:1|SAV:1|PAY:1,2.5,26809,1.9,42,3,0,20,0.906,0,Current,251188,178174,0.709,0,B,0,70859,5,6,17,82658,0
APP0001217,0,0,1,0,M,Single,Salaried,Transport,Rented,NCR,Online,Android,CC:0|SAV:1|PAY:1,0.5,73993,4.3,40,1,1,83,0.9,0,Current,161483,49906,0.309,0,A,1,23378,7,4,37,66409,0
APP0001218,0,1,0,0,F,Single,Self-Employed,Retail,Rented,CALABARZON,Online,Unknown,CC:0|SAV:1|PAY:0,4.0,56661,12.8,48,1,2,46,0.962,0,Current,118307,38014,0.321,0,A,0,19626,4,4,25,56897,0
APP0001219,0,1,1,0,F,Single,Salaried,Healthcare,Family,NCR,Online,Android,CC:0|SAV:1|PAY:1,6.3,44032,15.6,35,1,0,27,0.761,0,Current,82817,8450,0.102,0,A,0,20617,3,3,16,19844,0
APP0001220,0,1,1,0,M,Single,Salaried,Agriculture,Rented,CALABARZON,MobileApp,Android,CC:1|SAV:1|PAY:1,0.1,52437,9.0,27,1,2,15,0.872,0,Current,162146,53803,0.332,0,B,1,22395,4,3,10,84133,0
APP0001221,1,1,0,0,F,Married,Salaried,BPO,Owned,NCR,Branch,Web,CC:1|SAV:1|PAY:0,3.8,110927,8.6,45,3,3,54,0.451,30,Delinquent,112726,10485,0.093,6672,C,2,45931,6,4,27,63134,1
APP0001222,0,1,1,0,M,Married,Salaried,Retail,Mortgaged,NCR,Online,Web,CC:1|SAV:0|PAY:0,6.8,82366,8.9,32,0,0,43,0.753,0,Current,54478,9850,0.181,0,B,2,28348,4,1,18,17020,0
APP0001223,0,1,1,0,M,Single,Self-Employed,BPO,Rented,NCR,Branch,Android,CC:0|SAV:1|PAY:0,2.3,69885,2.7,21,0,0,38,0.313,90,Delinquent,48497,12522,0.258,10018,E,0,56894,2,3,18,24546,1
APP0001224,0,1,1,0,F,Single,Unemployed,,Owned,CALABARZON,Online,Android,CC:1|SAV:0|PAY:0,12.8,26145,3.4,38,0,0,8,0.743,0,Current,114885,92677,0.807,0,C,1,26443,4,0,13,31265,0
APP0001225,0,1,0,0,M,Single,Salaried,Healthcare,Rented,Others,Agent,Android,CC:1|SAV:0|PAY:0,0.5,44567,1.8,41,1,1,109,0.816,0,Current,69765,32457,0.465,0,A,0,15616,7,4,54,28559,0
APP0001226,0,1,1,0,F,Married,Salaried,Construction,Owned,NCR,Branch,Android,CC:0|SAV:1|PAY:0,1.6,36922,9.2,43,1,0,17,0.939,0,Current,83772,13815,0.165,0,B,1,31088,3,1,12,43482,0
APP0001227,0,1,0,0,M,Single,Self-Employed,Manufacturing,Mortgaged,CALABARZON,Online,Android,CC:0|SAV:1|PAY:0,1.0,74285,6.8,27,3,0,41,0.715,0,Current,171594,75287,0.439,0,B,1,27352,3,3,24,60847,0
APP0001228,0,1,1,0,M,Widowed,Unemployed,,Family,NCR,MobileApp,Unknown,CC:1|SAV:1|PAY:0,22.3,19095,5.2,38,1,0,36,0.866,0,Current,117601,12020,0.102,0,A,1,31596,5,3,27,24757,0
APP0001229,0,1,1,0,F,Married,Salaried,BPO,Rented,Davao,Agent,Web,CC:1|SAV:1|PAY:0,1.4,47323,7.5,38,0,0,67,0.871,0,Current,67212,33281,0.495,0,C,3,32823,5,4,36,27959,0
APP0001230,0,1,1,0,M,Single,Salaried,Manufacturing,Family,NCR,Online,Android,CC:0|SAV:0|PAY:0,2.0,70475,0.8,39,3,3,15,0.892,0,Current,193080,47746,0.247,0,A,0,6594,2,3,15,103854,0
APP0001231,1,1,0,0,F,Married,Contractual,IT,Mortgaged,NCR,Branch,iOS,CC:1|SAV:1|PAY:0,7.5,46748,1.9,30,2,3,63,0.747,0,Current,142991,29341,0.205,0,B,2,22243,5,2,31,34794,0
APP0001232,0,1,1,0,M,Married,Salaried,Retail,Family,NCR,Online,Android,CC:0|SAV:1|PAY:0,10.6,87376,7.2,37,0,0,54,0.697,15,Delinquent,171613,20375,0.119,9546,B,1,57000,3,3,28,36357,0
APP0001233,0,1,1,0,M,Married,Salaried,BPO,Owned,Others,Agent,Android,CC:1|SAV:0|PAY:1,11.1,20819,3.9,42,1,2,31,0.325,60,Delinquent,24903,16444,0.66,5691,E,4,29714,5,4,21,13040,1
APP0001234,0,0,1,0,M,Single,Self-Employed,IT,Owned,Central Luzon,Agent,Android,CC:0|SAV:1|PAY:1,3.3,47242,3.0,21,2,0,62,0.814,0,Current,120298,19213,0.16,0,A,0,7392,4,5,41,36914,0
APP0001235,0,1,1,0,F,Single,Salaried,Manufacturing,Family,NCR,Branch,Android,CC:1|SAV:0|PAY:1,4.4,74278,2.8,34,4,0,49,0.551,15,Delinquent,159709,57019,0.357,3491,B,0,28775,4,1,34,55217,0
APP0001236,0,1,1,0,M,Married,Salaried,Services,Rented,NCR,Agent,Android,CC:0|SAV:1|PAY:0,1.7,103110,8.6,42,1,1,123,0.927,0,Current,328560,89455,0.272,0,A,0,50543,6,2,64,77144,0
APP0001237,0,1,1,0,F,Married,Salaried,Retail,Owned,NCR,Branch,Web,CC:1|SAV:1|PAY:0,3.7,89082,3.6,46,1,1,43,0.82,0,Current,39598,5932,0.15,0,B,1,97882,4,2,26,9450,0
APP0001238,0,1,1,0,M,Married,Contractual,Services,Company-Provided,NCR,Branch,Web,CC:0|SAV:1|PAY:0,1.4,31340,1.4,46,2,1,25,0.537,15,Delinquent,197917,55214,0.279,2736,B,1,50943,5,4,23,88235,0
APP0001239,1,1,1,0,F,Married,Salaried,Retail,Rented,Davao,Online,Web,CC:0|SAV:1|PAY:1,5.5,86712,4.5,41,1,1,63,0.994,0,Current,276079,100434,0.364,0,A,1,63839,5,5,38,116199,0
APP0001240,0,1,1,0,M,Married,Salaried,Agriculture,Family,CALABARZON,Branch,Web,CC:1|SAV:1|PAY:0,1.5,19520,8.9,48,0,2,39,0.765,15,Delinquent,28199,10280,0.365,6335,C,0,47449,4,1,14,8938,0
APP0001241,0,1,1,0,F,Married,Salaried,IT,Rented,Central Luzon,Branch,Web,CC:0|SAV:1|PAY:0,8.5,35644,11.7,41,1,1,48,0.879,0,Current,133515,33927,0.254,0,B,2,38858,5,3,23,50882,0
APP0001242,0,1,1,0,F,Single,Contractual,Healthcare,Rented,NCR,Agent,Web,CC:0|SAV:1|PAY:0,0.6,40803,3.0,21,1,3,20,0.213,120,Delinquent,132206,23321,0.176,2090,E,1,13945,4,5,16,46970,1
APP0001243,0,1,1,0,F,Single,Salaried,Education,Rented,Central Luzon,Online,iOS,CC:1|SAV:1|PAY:1,3.4,60130,0.6,31,0,2,68,0.826,0,Current,81931,817,0.01,0,A,0,25038,4,4,29,39165,0
APP0001244,0,1,0,0,F,Married,Salaried,Retail,Mortgaged,NCR,Agent,iOS,CC:0|SAV:1|PAY:0,2.9,31522,7.6,45,1,2,35,0.937,0,Current,69977,19783,0.283,0,A,0,43541,4,5,18,38126,0
APP0001245,0,1,1,0,F,Married,Salaried,Services,Rented,NCR,Agent,Android,CC:0|SAV:1|PAY:0,1.2,46067,6.1,30,4,1,56,0.861,0,Current,145684,35253,0.242,0,A,0,27992,4,5,28,73722,0
APP0001246,0,1,1,0,F,Married,Self-Employed,Services,Rented,Cebu,Agent,iOS,CC:1|SAV:1|PAY:0,0.1,99560,4.6,44,3,0,140,0.612,30,Delinquent,87376,16398,0.188,9030,C,1,70048,7,4,68,17629,1
APP0001247,0,1,1,0,M,Single,Salaried,IT,Owned,NCR,Branch,Web,CC:1|SAV:1|PAY:0,0.6,31780,9.4,40,1,1,41,0.787,0,Current,83348,22175,0.266,0,B,1,36545,4,3,23,19989,0
APP0001248,0,1,1,0,M,Married,Salaried,Transport,Owned,Central Luzon,Branch,Web,CC:1|SAV:1|PAY:0,13.8,27889,5.4,48,0,3,73,0.342,90,Delinquent,170567,46280,0.271,3719,D,1,24286,5,4,38,63408,1
APP0001249,0,1,1,0,F,Married,Salaried,Services,Owned,Others,Online,Web,CC:0|SAV:1|PAY:1,11.3,34354,6.0,31,2,1,43,0.758,0,Current,307132,104582,0.341,0,A,1,41609,7,3,29,166072,0
APP0001250,1,1,0,0,F,Single,Contractual,Retail,Family,NCR,Branch,Web,CC:0|SAV:1|PAY:1,0.5,122019,2.5,21,0,1,31,0.775,0,Current,134066,39489,0.295,0,A,0,15729,5,4,19,39521,0
APP0001251,0,1,1,0,F,Single,Salaried,BPO,Rented,Others,Agent,Web,CC:1|SAV:0|PAY:0,1.9,65118,12.5,32,1,0,98,0.379,30,Delinquent,118447,13783,0.116,11026,C,1,32418,5,5,49,65333,1
APP0001252,0,1,1,0,M,Single,Self-Employed,BPO,Family,NCR,Online,Web,CC:1|SAV:1|PAY:0,2.5,40321,5.0,23,2,1,11,0.798,0,Current,65791,13869,0.211,0,B,0,22160,4,0,6,16053,0
APP0001253,1,1,0,0,M,Single,Contractual,Healthcare,Family,NCR,Branch,Web,CC:1|SAV:1|PAY:0,2.6,69323,3.4,31,1,1,84,0.949,0,Current,58225,3399,0.058,0,A,0,12913,5,2,48,13336,0
APP0001254,0,1,1,0,M,Single,Unemployed,,Rented,Central Luzon,Online,Android,CC:0|SAV:1|PAY:0,1.4,8000,3.0,21,3,2,10,0.938,0,Current,174185,1193,0.007,0,B,3,65236,4,0,8,98479,0
APP0001255,0,0,1,0,F,Single,Salaried,Retail,Company-Provided,Central Luzon,MobileApp,Web,CC:0|SAV:0|PAY:1,9.8,46216,1.4,34,2,1,79,0.89,0,Current,96545,26920,0.279,0,A,1,16032,5,4,37,25564,0
APP0001256,0,0,1,0,M,Single,Unemployed,,Owned,NCR,Branch,Web,CC:0|SAV:1|PAY:0,9.6,18228,3.5,37,1,0,48,0.964,0,Current,207825,99641,0.479,0,A,1,37304,6,3,28,80119,0
APP0001257,0,1,1,0,M,Married,Salaried,Healthcare,Owned,Davao,Branch,Web,CC:1|SAV:1|PAY:0,0.1,88944,2.5,38,4,1,25,0.975,0,Current,75613,11630,0.154,0,B,1,23836,4,3,14,24981,0
APP0001258,0,1,1,0,M,Married,Salaried,BPO,Mortgaged,Others,Kiosk,Android,CC:0|SAV:0|PAY:1,4.2,28203,7.4,41,2,0,37,0.772,0,Current,63840,10134,0.159,0,B,1,38614,4,1,21,16538,0
APP0001259,0,1,1,0,M,Married,Contractual,IT,Rented,NCR,Branch,Web,CC:0|SAV:1|PAY:0,0.3,81691,3.9,36,0,0,71,0.968,0,Current,139752,20259,0.145,0,A,1,31792,6,4,39,63286,0
APP0001260,0,1,1,0,F,Single,Salaried,Education,Family,Others,Branch,Android,CC:1|SAV:1|PAY:0,3.6,77783,1.0,29,0,0,133,0.948,0,Current,119377,10069,0.084,0,A,0,17750,7,6,65,69892,0
APP0001261,0,1,1,0,M,Single,Salaried,Healthcare,Rented,Central Luzon,Branch,Web,CC:1|SAV:1|PAY:1,8.1,98384,2.4,43,0,1,15,0.924,0,Current,43851,4437,0.101,0,B,2,34054,4,0,22,20314,0
APP0001262,0,1,1,0,F,Married,Salaried,Manufacturing,Owned,Others,Online,iOS,CC:0|SAV:0|PAY:0,4.2,28560,2.0,39,1,2,26,0.838,0,Current,274700,18721,0.068,0,A,0,28330,4,0,17,93804,0
APP0001263,0,1,1,0,M,Single,Salaried,Services,Rented,NCR,Online,Web,CC:1|SAV:0|PAY:0,2.5,107004,3.8,34,1,1,19,0.288,60,Delinquent,59926,8811,0.147,3527,D,1,74892,3,2,17,29047,1
APP0001264,0,1,1,0,M,Separated,Salaried,BPO,Rented,Davao,Online,Android,CC:0|SAV:1|PAY:1,12.7,23124,1.8,33,0,0,43,0.865,0,Current,166272,43240,0.26,0,A,0,98045,4,6,18,42782,0
APP0001265,0,1,1,0,M,Married,Self-Employed,Retail,Owned,NCR,MobileApp,iOS,CC:1|SAV:0|PAY:0,5.5,30695,3.0,29,0,2,81,0.331,60,Delinquent,176028,42081,0.239,12274,C,0,13494,5,6,39,76045,1
APP0001266,0,0,1,0,M,Single,Contractual,Construction,Rented,Others,Agent,Web,CC:0|SAV:1|PAY:0,1.1,45146,1.5,44,0,1,17,0.896,0,Current,40844,2809,0.069,0,B,1,19372,3,3,9,15839,0
APP0001267,0,1,1,0,M,Widowed,Self-Employed,Education,Family,Cebu,MobileApp,iOS,CC:0|SAV:1|PAY:0,2.0,45494,8.5,34,2,1,48,0.571,15,Delinquent,50514,24861,0.492,3300,C,2,6886,3,2,24,17376,0
APP0001268,0,1,1,0,M,Single,Salaried,Services,Family,CALABARZON,Online,Android,CC:1|SAV:1|PAY:0,5.7,26812,13.4,41,2,0,79,0.831,0,Current,84805,22972,0.271,0,B,2,15456,4,5,43,42049,0
APP0001269,1,1,1,0,F,Single,Unemployed,,Rented,NCR,Branch,Web,CC:1|SAV:1|PAY:0,0.1,49701,3.0,21,2,0,37,0.84,0,Current,53732,16137,0.3,0,A,0,13961,3,2,27,13293,0
APP0001270,0,1,0,0,M,Married,Salaried,BPO,Mortgaged,Others,MobileApp,Android,CC:0|SAV:0|PAY:0,0.3,25127,6.3,35,0,0,54,0.544,90,Delinquent,273964,53027,0.194,5279,E,3,8824,4,2,32,113179,1
APP0001271,0,1,1,0,F,Single,Salaried,Services,Owned,Central Luzon,Branch,Web,CC:1|SAV:0|PAY:0,7.8,22443,2.5,36,2,0,94,0.74,0,Current,100161,85387,0.852,0,C,2,11345,6,1,47,54263,0
APP0001272,0,0,1,0,F,Married,Salaried,Healthcare,Rented,CALABARZON,Agent,Android,CC:1|SAV:0|PAY:0,0.2,62434,6.1,25,2,0,23,0.928,0,Current,150029,107147,0.714,0,B,1,25323,3,3,14,42111,0
APP0001273,0,1,1,0,F,Single,Salaried,Education,Rented,CALABARZON,Branch,Android,CC:0|SAV:1|PAY:0,4.5,47836,10.0,28,2,0,12,0.484,120,Delinquent,107011,18121,0.169,5973,E,1,21499,1,1,16,32726,1
APP0001274,0,1,1,0,M,Single,Salaried,BPO,Mortgaged,Others,Agent,Android,CC:1|SAV:1|PAY:1,1.5,27923,4.8,40,0,0,58,0.917,0,Current,129090,123282,0.955,0,B,0,19673,7,3,40,59932,0
APP0001275,1,1,1,0,M,Married,Salaried,Services,Owned,NCR,MobileApp,Unknown,CC:0|SAV:0|PAY:0,7.0,130728,10.1,39,1,0,59,0.931,0,Current,108891,6955,0.064,0,A,1,16824,6,0,33,55429,0
APP0001276,0,1,0,0,M,Married,Salaried,IT,Family,NCR,Online,iOS,CC:0|SAV:1|PAY:0,7.5,56491,0.4,36,1,1,35,0.753,0,Current,205475,6889,0.034,0,A,0,191110,5,3,26,64382,0
APP0001277,0,1,1,0,M,Single,Salaried,Transport,Family,Others,Branch,Web,CC:1|SAV:1|PAY:1,12.3,37946,6.9,44,1,3,31,0.858,0,Current,61541,23472,0.381,0,A,0,34931,6,0,21,21168,0
APP0001278,0,1,1,0,F,Single,Salaried,Retail,Rented,CALABARZON,Branch,Web,CC:1|SAV:0|PAY:1,0.4,49004,1.2,38,0,0,49,0.291,15,Delinquent,260160,61387,0.236,4168,C,2,33790,3,5,31,129030,0
APP0001279,0,1,1,0,M,Married,Contractual,Healthcare,Owned,NCR,Online,iOS,CC:0|SAV:1|PAY:0,2.2,22584,14.4,45,1,1,23,0.21,90,Delinquent,45936,7779,0.169,6223,E,0,65986,6,3,12,14430,1
APP0001280,0,1,1,0,M,Single,Self-Employed,Agriculture,Owned,NCR,Branch,Android,CC:1|SAV:1|PAY:0,3.4,79189,9.0,27,0,0,23,0.947,0,Current,134483,47174,0.351,0,B,1,27294,2,2,14,62736,0
APP0001281,0,1,1,0,F,Married,Salaried,BPO,Owned,Others,Agent,Unknown,CC:1|SAV:0|PAY:0,9.9,60636,9.5,36,0,0,71,0.587,15,Delinquent,44928,2746,0.061,2197,B,0,10178,5,4,40,11840,0
APP0001282,0,1,1,0,F,Married,Salaried,Government,Rented,NCR,Branch,Web,CC:1|SAV:0|PAY:0,1.2,39454,1.9,35,1,1,22,0.946,0,Current,69491,41366,0.595,0,C,2,20615,2,1,21,25331,0
APP0001283,0,1,1,0,F,Married,Student,,Owned,Central Luzon,Branch,Web,CC:0|SAV:1|PAY:0,0.3,17146,5.2,25,2,0,13,0.61,15,Delinquent,91255,23803,0.261,4544,C,0,82482,3,2,9,43389,0
APP0001284,0,1,1,0,M,Married,Salaried,Services,Family,Others,Online,Web,CC:0|SAV:0|PAY:0,0.9,32876,2.0,47,3,2,31,0.774,0,Current,69596,3563,0.051,0,A,1,24259,4,4,12,26722,0
APP0001285,0,1,1,0,M,Single,Contractual,Government,Company-Provided,NCR,Online,Android,CC:0|SAV:1|PAY:1,2.7,62517,7.5,31,2,0,36,0.74,0,Current,84360,5662,0.067,0,A,0,7861,4,0,20,17521,0
APP0001286,0,1,1,0,M,Married,Salaried,Retail,Mortgaged,Others,Branch,Android,CC:1|SAV:1|PAY:0,4.6,36533,3.1,37,1,0,63,0.904,0,Current,46577,18364,0.394,0,B,1,52981,6,3,38,16887,0
APP0001287,1,1,1,0,M,Married,Unemployed,,Rented,CALABARZON,Agent,Android,CC:1|SAV:1|PAY:0,4.7,13359,6.0,30,0,1,32,0.827,0,Current,51631,36384,0.705,0,B,0,33945,4,3,14,16281,0
APP0001288,0,1,1,0,M,Single,Salaried,Retail,Rented,Cebu,MobileApp,iOS,CC:0|SAV:0|PAY:0,0.3,53610,6.2,43,3,1,103,0.928,0,Current,148659,86131,0.579,0,A,1,20359,5,4,48,35754,0
APP0001289,0,1,1,0,M,Separated,Salaried,Manufacturing,Family,CALABARZON,Branch,Web,CC:1|SAV:1|PAY:0,5.7,19878,8.1,32,1,0,51,0.345,90,Delinquent,98445,23102,0.235,10198,E,1,35124,4,5,30,20049,1
APP0001290,0,1,1,0,M,Single,Self-Employed,Services,Family,Cebu,Branch,Android,CC:0|SAV:1|PAY:1,4.3,69088,4.8,32,1,2,28,0.899,0,Current,63788,27895,0.437,0,B,1,78027,5,1,18,13919,0
APP0001291,0,1,1,0,M,Single,Salaried,Services,Owned,NCR,Agent,Web,CC:0|SAV:1|PAY:0,2.1,48401,7.2,34,2,2,61,0.9,0,Current,217946,8907,0.041,0,A,0,44478,4,2,36,126343,0
APP0001292,1,1,1,0,M,Single,Salaried,BPO,Owned,NCR,Branch,Unknown,CC:1|SAV:1|PAY:0,3.4,68504,5.1,35,0,1,102,0.343,90,Delinquent,57171,33756,0.59,27005,E,0,23030,7,1,47,28581,1
APP0001293,0,1,1,0,F,Separated,Salaried,Government,Rented,Others,Branch,Web,CC:0|SAV:1|PAY:0,5.8,39577,1.7,30,2,0,70,0.783,0,Current,87242,6174,0.071,0,A,0,61250,6,6,36,50242,0
APP0001294,0,1,1,0,F,Single,Self-Employed,Government,Rented,NCR,Online,Android,CC:1|SAV:1|PAY:0,1.2,33223,7.3,28,3,0,16,0.889,0,Current,58507,32348,0.553,0,C,1,89188,1,2,18,14388,0
APP0001295,0,1,1,0,F,Married,Salaried,Retail,Owned,Others,Branch,Web,CC:0|SAV:0|PAY:1,11.3,51611,7.1,30,1,2,38,0.711,0,Current,142261,98897,0.695,0,B,1,15565,5,2,18,60917,0
APP0001296,0,1,1,0,M,Married,Salaried,Retail,Rented,NCR,Branch,iOS,CC:1|SAV:1|PAY:0,0.6,76632,1.4,33,0,1,56,0.738,15,Delinquent,113002,49048,0.434,6685,B,1,143698,7,3,37,26365,0
APP0001297,0,1,1,0,M,Single,Salaried,IT,Family,CALABARZON,MobileApp,iOS,CC:0|SAV:1|PAY:0,9.3,42019,1.9,36,1,1,68,0.952,0,Current,97320,44670,0.459,0,A,1,33340,5,4,32,20508,0
APP0001298,0,1,1,0,M,Single,Salaried,BPO,Owned,Others,Branch,Web,CC:0|SAV:1|PAY:0,5.4,78339,2.7,31,0,1,43,0.519,15,Delinquent,32831,15241,0.464,12193,C,2,56023,5,3,29,12690,0
APP0001299,1,1,1,0,F,Married,Self-Employed,Agriculture,Family,NCR,MobileApp,Android,CC:1|SAV:1|PAY:0,4.3,42431,4.3,25,1,2,39,0.286,60,Delinquent,165590,82908,0.501,3169,D,1,33366,5,7,22,75929,1
APP0001300,0,1,1,0,F,Single,Salaried,Retail,Owned,Others,Branch,Web,CC:0|SAV:1|PAY:0,0.3,39915,2.4,25,1,0,122,0.962,0,Current,103777,65395,0.63,0,A,0,40647,6,5,56,23394,0
APP0001301,0,1,1,0,M,Married,Salaried,Construction,Family,CALABARZON,Agent,Android,CC:1|SAV:1|PAY:0,10.1,73022,4.7,27,0,1,70,0.414,60,Delinquent,111700,12115,0.108,9692,D,1,45109,5,3,36,38651,1
APP0001302,0,1,1,0,F,Single,Salaried,Manufacturing,Rented,CALABARZON,Online,Android,CC:0|SAV:1|PAY:0,1.4,57291,3.4,36,2,1,61,0.855,0,Current,60219,10462,0.174,0,A,0,18797,3,2,36,14216,0
APP0001303,0,1,1,1,M,Single,Salaried,Construction,Owned,Cebu,Branch,Android,CC:0|SAV:1|PAY:0,5.5,26467,14.8,41,1,0,33,0.595,0,Current,54325,926,0.017,0,B,3,46150,4,2,21,18734,0
APP0001304,0,1,1,0,F,Married,Salaried,Healthcare,Rented,NCR,Agent,Android,CC:1|SAV:0|PAY:0,8.6,49256,7.5,26,1,1,22,0.986,0,Current,225247,133611,0.593,0,B,0,59283,4,0,20,87558,0
APP0001305,0,1,1,0,F,Single,Salaried,Education,Family,NCR,MobileApp,iOS,CC:1|SAV:1|PAY:0,1.1,29064,9.1,37,0,1,62,0.81,0,Current,35458,9359,0.264,0,A,0,18590,5,3,40,11879,0
APP0001306,0,1,1,0,F,Single,Salaried,Agriculture,Family,Cebu,Branch,iOS,CC:1|SAV:1|PAY:0,9.8,55938,1.8,37,2,0,75,0.505,60,Delinquent,58082,22412,0.386,8170,D,0,54522,6,5,35,25004,1
APP0001307,0,1,1,0,F,Single,Unemployed,,Mortgaged,NCR,Agent,Unknown,CC:0|SAV:1|PAY:0,3.8,11392,5.2,48,0,1,48,0.296,90,Delinquent,224072,52630,0.235,21719,E,1,11235,3,2,23,97211,1
APP0001308,0,1,1,0,F,Single,Salaried,Services,Rented,NCR,Online,iOS,CC:0|SAV:1|PAY:0,4.3,52700,4.5,51,5,1,70,0.738,0,Current,146943,9347,0.064,0,A,0,43344,4,2,32,48958,0
APP0001309,0,1,1,0,M,Single,Self-Employed,Government,Rented,Others,Agent,Android,CC:1|SAV:1|PAY:0,9.8,61301,2.4,42,2,2,71,0.945,0,Current,92745,47252,0.509,0,B,3,273155,7,6,34,33002,0
APP0001310,0,1,1,0,F,Married,Salaried,BPO,Rented,Others,Agent,Web,CC:0|SAV:1|PAY:0,3.0,68424,5.7,39,1,1,78,0.889,0,Current,223254,141926,0.636,0,A,1,42107,5,1,46,84039,0
APP0001311,0,1,1,0,M,Single,Salaried,Government,Family,CALABARZON,Branch,Web,CC:0|SAV:1|PAY:0,2.3,34489,8.6,38,0,3,16,0.846,0,Current,118413,1686,0.014,0,A,0,10516,4,0,15,41475,0
APP0001312,0,1,1,0,F,Single,Salaried,Services,Owned,CALABARZON,Branch,Web,CC:0|SAV:0|PAY:1,4.0,50111,3.0,29,2,3,38,0.808,0,Current,108572,16594,0.153,0,A,0,50052,4,1,21,54748,0
APP0001313,0,1,1,0,F,Married,Salaried,Healthcare,Owned,Cebu,Online,iOS,CC:1|SAV:1|PAY:1,3.2,39394,7.0,25,3,1,64,0.768,0,Current,113335,13770,0.121,0,A,0,80780,4,1,35,29011,0
APP0001314,0,1,0,0,F,Single,Unemployed,,Rented,CALABARZON,MobileApp,Web,CC:1|SAV:0|PAY:1,0.3,14177,2.9,22,2,1,49,0.723,0,Current,137998,69201,0.501,0,A,0,39255,6,4,34,74907,0
APP0001315,0,1,1,0,M,Single,Unemployed,,Owned,CALABARZON,Branch,Web,CC:0|SAV:1|PAY:1,0.8,11196,15.0,35,1,4,72,0.869,0,Current,135981,25369,0.187,0,A,0,20497,4,3,46,45214,0
APP0001316,0,1,1,0,F,Separated,Self-Employed,Healthcare,Family,Others,Online,Android,CC:1|SAV:1|PAY:1,0.1,60825,7.2,28,1,0,61,0.93,0,Current,352378,43562,0.124,0,A,1,16256,3,3,34,172519,0
